"","subject","Gender","Age","Income","numeric_income","Education","Country","FinancialLiteracy","condition","response"
"1280","R_12DVzuXzzMKqfIs","Male",25,"$34,000 - $49,999",1,14,"Canada",3,"free",0
"1281","R_Br1KO8jfXApCS2d","Male",22,"$34,000 - $49,999",1,18,"Canada",3,"free",0
"1282","R_27HJ7PD7ezWpGwS","Male",32,"$50,000 - $69,999",2,20,"Canada",4,"free",0
"1283","R_2fjJvzXnDd1CPrM","Male",48,"More than $105,000",5,19,"Canada",3,"free",0
"1284","R_2xWDs1kVDdzmQEb","Male",28,"Prefer not to answer",NA,18,"Canada",2,"free",0
"1285","R_3itosiZXMsrw2E9","Male",23,"Less than $34,000",0,12,"Canada",4,"free",0
"1286","R_2dmsxFdp7z9vRQO","Male",28,"Prefer not to answer",NA,18,"Canada",2,"free",1
"1287","R_3RmuVIZcIjlOwPD","Male",28,"Prefer not to answer",NA,18,"Canada",2,"free",0
"1288","R_1QnEPEpzBxXribM","Female",43,"$87,500 - $104,999",4,12,"Canada",2,"free",0
"1289","R_1OrBFtPTRMzWRC7","Female",31,"$50,000 - $69,999",2,20,"Canada",2,"free",0
"1290","R_1PXCKT5zHr4MJ9V","Male",55,"More than $105,000",5,8,"Canada",3,"free",0
"1291","R_3els2Co1RMJ2bKt","Female",64,"$50,000 - $69,999",2,17,"Canada",3,"free",1
"1292","R_qI4svyd7HJzdeoh","Female",35,"$70,000 - $87,499",3,30,"Canada",4,"purchased",0
"1293","R_1oAnqXkhBEGtmkQ","Female",41,"More than $105,000",5,13,"Canada",4,"purchased",1
"1294","R_2ATl2x0BiwXZv6k","Female",34,"$87,500 - $104,999",4,14,"Canada",2,"purchased",0
"1295","R_11c1EDEKH2d7eQS","Female",50,"More than $105,000",5,18,"Canada",4,"purchased",1
"1296","R_3PSSiJCiWo84Gfd","Female",54,"More than $105,000",5,15,"Canada",3,"purchased",1
"1297","R_31BDtUudxV5NvGM","Male",40,"More than $105,000",5,17,"Canada",4,"purchased",0
"1298","R_1qUvqyAq9kbshKu","Female",38,"More than $105,000",5,15,"Canada",2,"purchased",1
"1299","R_0CH9emiBMCZL4T7","Female",29,"$50,000 - $69,999",2,19,"Canada",3,"purchased",0
"1300","R_3QWumCuhHN1bqoU","Female",26,"$50,000 - $69,999",2,16,"Canada",2,"purchased",0
"1301","R_1lmYIxMY7bBtkli","Female",32,"More than $105,000",5,17,"Canada",2,"purchased",1
"1302","R_20V5H2XEu8VONl7","Female",33,"More than $105,000",5,18,"Canada",2,"purchased",0
"1303","R_10UDCZYBctFo8Xd","Female",56,"Prefer not to answer",NA,20,"Canada",2,"purchased",1
"1304","R_Rr7jpjJZuzRvPIl","Female",41,"Less than $34,000",0,21,"Canada",1,"purchased",1
"1305","R_YRkliM6pGsDYr4d","Female",32,"$87,500 - $104,999",4,23,"Canada",3,"purchased",0
"1306","R_2CP3MkkZcdjUXff","Female",36,"More than $105,000",5,16,"Canada",3,"purchased",0
"1307","R_1DLQA8LwXfNQaZz","Female",47,"More than $105,000",5,21,"Canada",3,"purchased",0
"1308","R_Z4U5xarXc11VLgZ","Female",59,"$87,500 - $104,999",4,17,"Canada",3,"purchased",1
"1309","R_3Pv4FK9GySJIrtG","Male",39,"More than $105,000",5,18,"Canada",3,"purchased",1
"1310","R_x32sAWNM24Fgyop","Female",43,"More than $105,000",5,17,"Canada",2,"purchased",1
"1311","R_0OpISi6BNVmUss9","Female",45,"More than $105,000",5,22,"Canada",3,"purchased",1
"1312","R_xsIDstR6R1Jeonf","Male",27,"More than $105,000",5,18,"Canada",3,"purchased",1
"1313","R_1LjIhoZwVfouwGE","Female",34,"More than $105,000",5,18,"Canada",1,"purchased",0
"1314","R_1jiCUJJelnJphPx","Female",29,"More than $105,000",5,17,"Canada",3,"purchased",0
"1315","R_1r9u5OdtfCyCI6M","Female",38,"More than $105,000",5,17,"Canada",2,"purchased",1
"1316","R_1kUmQnFjUlx3kWc","Male",31,"More than $105,000",5,20,"Canada",4,"purchased",1
"1317","R_DAyPNdVblnvtIJ3","Female",34,"More than $105,000",5,19,"Canada",3,"purchased",1
"1318","R_3DdxiNhmHe2UPiP","Female",45,"More than $105,000",5,11,"Canada",1,"purchased",0
"1319","R_3iL7T6auqQdcTFL","Female",30,"$50,000 - $69,999",2,24,"Canada",2,"purchased",1
"1320","R_2yqtHdzyr1xJo2A","Female",33,"$34,000 - $49,999",1,17,"Canada",2,"purchased",1
"1321","R_2743DLII89fV74r","Female",33,"$34,000 - $49,999",1,17,"Canada",2,"purchased",0
"1322","R_1Hqrc8CemZ3xxI3","Female",26,"More than $105,000",5,17,"Canada",2,"purchased",0
"1323","R_DN1dusnQ83TwhtD","Female",35,"More than $105,000",5,17,"Canada",3,"purchased",1
"1324","R_3D5C5pvBRHJ5FUs","Male",27,"$70,000 - $87,499",3,15,"Canada",4,"purchased",0
"1325","R_1rBcA7DV89J0w8A","Male",40,"More than $105,000",5,15,"Canada",2,"purchased",1
"1326","R_2YV8UPRDJz7T0VE","Female",20,"$70,000 - $87,499",3,14,"Canada",2,"purchased",0
"1327","R_1OqspDHVeyg5XDN","Male",30,"$50,000 - $69,999",2,17,"Canada",3,"purchased",0
"1328","R_YahT9edLKg5gMNj","Female",43,"$87,500 - $104,999",4,18,"Canada",3,"purchased",0
"1329","R_2pJhMrs89gDPlY9","Male",34,"$50,000 - $69,999",2,19,"Canada",4,"purchased",0
"1330","R_aW2R6JWqjFrxaJH","Male",26,"$70,000 - $87,499",3,16,"Canada",3,"purchased",1
"1331","R_2ya83uxBA5gSYom","Female",56,"Less than $34,000",0,19,"Canada",3,"purchased",1
"1332","R_2pYkXYMXfN8U4Fn","Female",41,"$87,500 - $104,999",4,16,"Canada",4,"purchased",1
"1333","R_2tyDvZsKtCCW3BK","Male",73,"More than $105,000",5,17,"Canada",3,"purchased",1
"1334","R_3M3dc4kX07PyMmW","Female",31,"More than $105,000",5,10,"Canada",3,"purchased",1
"1335","R_ymveOaooDFtUQVP","Female",38,"$87,500 - $104,999",4,19,"Canada",3,"purchased",1
"1336","R_C1todJnt1uDaSDn","Male",75,"Prefer not to answer",NA,17,"Canada",4,"purchased",0
"1337","R_2tbRlSXBiN5KTdi","Female",41,"$87,500 - $104,999",4,14,"Canada",3,"purchased",1
"1338","R_3HRBSpg7G3dvx7m","Female",47,"More than $105,000",5,18,"Canada",3,"purchased",1
"1339","R_216Dr0XHnQmHBgs","Male",39,"More than $105,000",5,15,"Canada",3,"purchased",1
"1340","R_1i8Vhn6PKbpwmTY","Female",40,"More than $105,000",5,24,"Canada",4,"purchased",0
"1341","R_2tDyepmWSYCRKeh","Female",62,"$87,500 - $104,999",4,15,"Canada",1,"purchased",1
"1342","R_3sAEuNgOHSB3nD0","Female",70,"$87,500 - $104,999",4,18,"Canada",2,"purchased",1
"1343","R_3g8eCB3QgwBH7Qo","Female",34,"Less than $34,000",0,18,"Canada",3,"purchased",0
"1344","R_2ux3kGOna8Bd4iB","Female",38,"$70,000 - $87,499",3,20,"Canada",2,"purchased",0
"1345","R_3MSaI0RQkk4TLSS","Female",52,"Prefer not to answer",NA,12,"Canada",2,"purchased",1
"1346","R_12RVrVWQHq0DAg3","Female",47,"$70,000 - $87,499",3,20,"Canada",4,"purchased",1
"1347","R_1Kqey0amiJYowoV","Female",28,"$70,000 - $87,499",3,23,"Canada",3,"purchased",0
"1348","R_OpRvDyuPGNowdc5","Female",44,"Prefer not to answer",NA,17,"Canada",2,"purchased",1
"1349","R_wTcTydI8bRVHZpD","Female",48,"$87,500 - $104,999",4,15,"Canada",3,"purchased",1
"1350","R_cuMwX25s3Du1SRr","Female",49,"More than $105,000",5,18,"Canada",3,"purchased",0
"1351","R_3R4LvUb2tRgFriE","Female",40,"$50,000 - $69,999",2,15,"Canada",3,"purchased",1
"1352","R_qyBdMpbWnfDGQMh","Female",67,"$34,000 - $49,999",1,15,"Canada",2,"purchased",1
"1353","R_2X5IldCoVeRbO3R","Female",35,"More than $105,000",5,20,"Canada",3,"purchased",0
"1354","R_9zC0gJukxiyHXfH","Female",61,"$87,500 - $104,999",4,14,"Canada",3,"purchased",1
"1355","R_1FFZWIDuesXVQ1E","Female",44,"More than $105,000",5,18,"Canada",4,"purchased",1
"1356","R_10MBYiZBvckhfdr","Female",45,"More than $105,000",5,20,"Canada",2,"purchased",1
"1357","R_3qvt4RCXexIgZpu","Female",49,"More than $105,000",5,19,"Canada",3,"purchased",1
"1358","R_3HIel3sfefAYtKf","Male",52,"$87,500 - $104,999",4,20,"Canada",3,"purchased",0
"1359","R_1rlhfod7siu68Fg","Male",48,"More than $105,000",5,13,"Canada",4,"purchased",1
"1360","R_3JLgBnvvTZv60L2","Female",33,"$50,000 - $69,999",2,17,"Canada",2,"purchased",0
"1361","R_e39RoutQI1stVol","Male",56,"More than $105,000",5,20,"Canada",4,"purchased",1
"1362","R_27QBqHEFDDCDv5e","Female",40,"Less than $34,000",0,22,"Canada",4,"purchased",1
"1363","R_1OGCmlb6ilLkPnJ","Male",33,"Less than $34,000",0,3,"Canada",4,"purchased",0
"1364","R_CjcZt0FlFRkRgat","Male",24,"$34,000 - $49,999",1,12,"Canada",3,"purchased",0
"1365","R_UR544fBDfy56eOd","Female",41,"$87,500 - $104,999",4,16,"Canada",1,"purchased",1
"1366","R_2ru1vT3ldCnCwgb","Female",24,"Less than $34,000",0,16,"Canada",4,"purchased",0
"1367","R_2xznLhGloeVTwp1","Female",51,"$70,000 - $87,499",3,20,"Canada",3,"purchased",1
"1368","R_10UzH9LbsgO95vE","Female",23,"$34,000 - $49,999",1,16,"Canada",2,"purchased",0
"1369","R_u54hGRLBwTH9JIt","Female",62,"$34,000 - $49,999",1,22,"Canada",2,"purchased",1
"1370","R_9tU3Bvw0AICV3CF","Male",37,"$34,000 - $49,999",1,12,"Canada",4,"purchased",1
"1371","R_1zSEcWmZckPIRod","Male",30,"$87,500 - $104,999",4,16,"Canada",4,"purchased",1
"1372","R_2wyt10uDQ41N8Cx","Male",24,"$34,000 - $49,999",1,12,"Canada",3,"purchased",0
"1373","R_s7oMHQUWMYKSKFH","Male",55,"$34,000 - $49,999",1,13,"Canada",2,"purchased",0
"1374","R_zYiaW922hLAmeOZ","Male",34,"More than $105,000",5,18,"Canada",3,"purchased",1
"1375","R_3dWDL3LFBdIgfPV","Male",45,"$50,000 - $69,999",2,25,"Canada",4,"purchased",0
"1376","R_1CjbMx0rGPcSCag","Female",25,"More than $105,000",5,16,"Canada",4,"purchased",0
"1377","R_ZJe0zObMzeGmNnX","Female",40,"More than $105,000",5,18,"Canada",4,"purchased",1
"1378","R_RWB0qn61HSKPmdX","Male",50,"More than $105,000",5,16,"Canada",3,"purchased",1
"1379","R_3MfXpTbh3xzZzFI","Female",39,"More than $105,000",5,21,"Canada",3,"purchased",0
"1380","R_1k0NTQOHoCEeGrB","Female",36,"$34,000 - $49,999",1,18,"Canada",3,"purchased",0
"1381","R_w6ukK2PyoFXqJNL","Female",64,"Less than $34,000",0,18,"Canada",4,"purchased",0
"1382","R_cM8WMmhSjqhgUY9","Female",39,"Prefer not to answer",NA,19,"Canada",3,"purchased",1
"1383","R_27qBRCpZ44OYbmB","Male",45,"$50,000 - $69,999",2,20,"Canada",4,"purchased",1
"1384","R_1LCH9DRVhSEev1i","Male",64,"More than $105,000",5,19,"Canada",4,"purchased",1
"1385","R_BXvPGZ9NouvsREJ","Male",38,"$50,000 - $69,999",2,22,"Canada",3,"purchased",0
"1386","R_QadPrq9TYRvCQ8x","Female",34,"More than $105,000",5,21,"Canada",3,"purchased",1
"1387","R_1lsFPhjfVI2p4kq","Male",54,"More than $105,000",5,17,"Canada",4,"purchased",0
"1388","R_1qgKsuS5zafuk88","Female",64,"$34,000 - $49,999",1,19,"Canada",4,"purchased",1
"1389","R_3QQT6fw1XB7X2eM","Male",65,"$70,000 - $87,499",3,17,"Canada",4,"purchased",1
"1390","R_22o7NqyijZhQBA0","Female",52,"More than $105,000",5,17,"Canada",4,"purchased",1
"1391","R_3L0dahSjx1AYyFR","Male",38,"More than $105,000",5,18,"Canada",3,"purchased",1
"1392","R_vD2YlNEztZsR80F","Male",46,"More than $105,000",5,23,"Canada",3,"purchased",1
"1393","R_1K0YvFOpsdUkW5M","Male",59,"$70,000 - $87,499",3,16,"Canada",4,"purchased",0
"1394","R_1CCJCVBhUTM58Eg","Male",45,"More than $105,000",5,20,"Canada",4,"purchased",1
"1395","R_3ERR2KnWeIV7Yym","Male",49,"$70,000 - $87,499",3,16,"Canada",4,"purchased",1
"1396","R_2XnbHIvYNIxrpH6","Male",49,"More than $105,000",5,4,"Canada",3,"purchased",1
"1397","R_3HZC67Vs9qPwF88","Female",46,"More than $105,000",5,17,"Canada",3,"purchased",0
"1398","R_2zXRRkeW32cQ8jv","Male",35,"More than $105,000",5,15,"Canada",4,"purchased",0
"1399","R_27KyOb9Xf139Sjg","Male",33,"$87,500 - $104,999",4,19,"Canada",4,"purchased",1
"1400","R_2DREFIJYLFct2Jj","Male",42,"$87,500 - $104,999",4,25,"Canada",4,"purchased",0
"1401","R_2TnqFlyn9iy9hmK","Male",47,"More than $105,000",5,18,"Canada",4,"purchased",0
"1402","R_2CrKoTXPHrDCkaW","Male",53,"$87,500 - $104,999",4,19,"Canada",4,"purchased",1
"1403","R_1DNJ6IYbkKfX6cd","Female",26,"$70,000 - $87,499",3,16,"Canada",4,"purchased",0
"1404","R_12bbTyBgNJVk417","Male",36,"Less than $34,000",0,12,"Canada",2,"purchased",0
"1405","R_8qAegySwSWE8hEd","Male",43,"More than $105,000",5,18,"Canada",4,"purchased",0
"1406","R_9oVuMZ8EkWfPnFv","Male",46,"More than $105,000",5,17,"Canada",4,"purchased",0
"1407","R_3hmX81cIqpP2bpi","Female",26,"$34,000 - $49,999",1,18,"Canada",2,"purchased",0
"1408","R_O7NrHTtOc4vDF6N","Male",35,"Less than $34,000",0,24,"Canada",0,"purchased",0
"1409","R_2ZDHCzFMHAESQ8l","Female",35,"$50,000 - $69,999",2,18,"Canada",2,"purchased",0
"1410","R_1d0joQTIEbugXDA","Female",23,"Less than $34,000",0,19,"Canada",1,"purchased",1
"1411","R_2t9DMbzKDwYHaXh","Female",21,"More than $105,000",5,16,"Canada",2,"purchased",1
"1412","R_1nMDvTpvfF1hFLu","Female",23,"Less than $34,000",0,17,"Canada",2,"purchased",0
"1413","R_1GNEionZdNod7rY","Male",34,"$50,000 - $69,999",2,14,"Canada",4,"purchased",0
"1414","R_1rDCHK7iC9iGi4q","Female",28,"Less than $34,000",0,20,"Canada",2,"purchased",1
"1415","R_2D8nfL8kijkcxII","Male",37,"$34,000 - $49,999",1,15,"Canada",3,"purchased",0
"1416","R_21mT4jDceeGLb36","Female",56,"Less than $34,000",0,20,"Canada",3,"purchased",1
"1417","R_2RX4mFvaWaYSYVx","Female",21,"$87,500 - $104,999",4,18,"Canada",2,"purchased",1
"1418","R_Diy388n8usz9bH3","Male",34,"Prefer not to answer",NA,16,"Canada",3,"purchased",1
"1419","R_1r97WbH4rij4PPe","Male",38,"More than $105,000",5,16,"Canada",4,"purchased",0
"1420","R_RUAE55re9I1i2SB","Male",41,"$87,500 - $104,999",4,17,"Canada",3,"purchased",1
"1421","R_WApy0D1tNtEScKZ","Female",37,"More than $105,000",5,20,"Canada",3,"purchased",0
"1422","R_2TMGVOYhRKCGFV8","Male",31,"Less than $34,000",0,17,"Canada",4,"purchased",1
"1423","R_sYDokeKmUttthZL","Male",30,"Less than $34,000",0,14,"Canada",1,"purchased",0
"1424","R_1H2z21IIGpAcTYn","Female",30,"$50,000 - $69,999",2,14,"Canada",4,"purchased",0
"1425","R_3Dp7TO6FcTAxu00","Male",20,"$70,000 - $87,499",3,17,"Canada",3,"purchased",1
"1426","R_3hmed2lUQVg7nr4","Male",24,"Less than $34,000",0,16,"Canada",4,"purchased",0
"1427","R_AMWvhXWIO23AM5X","Male",27,"$50,000 - $69,999",2,16,"Canada",4,"purchased",0
"1428","R_1ou3LYkmUHXGHBO","Female",25,"$70,000 - $87,499",3,12,"Canada",1,"purchased",1
"1429","R_21nAtTwZWoY6JiQ","Female",23,"Less than $34,000",0,13,"Canada",0,"purchased",0
"1430","R_1PcNEcVS0DoWiYI","Male",53,"$34,000 - $49,999",1,15,"Canada",4,"purchased",1
"1431","R_2zu1TciMp7x8zUB","Male",27,"More than $105,000",5,20,"Canada",2,"purchased",0
"1432","R_0OPMmp25xpvDW13","Female",24,"More than $105,000",5,17,"Canada",4,"purchased",0
"1433","R_1eJiiA8uLeHWfzl","Female",31,"More than $105,000",5,14,"Canada",0,"purchased",1
"1434","R_1gUA54vh66SIJ6q","Female",21,"Prefer not to answer",NA,16,"Canada",2,"purchased",1
"1435","R_1Kv9buBzgwnDXyC","Female",28,"Less than $34,000",0,18,"Canada",4,"purchased",0
"1436","R_2wtc51CuJ1KcqiS","Male",31,"$50,000 - $69,999",2,16,"Canada",2,"purchased",0
"1437","R_s5zvRla5TjzFj5T","Female",30,"More than $105,000",5,16,"Canada",4,"purchased",0
"1438","R_1IWbh0X0uBbLt66","Female",37,"Less than $34,000",0,15,"Canada",3,"purchased",0
"1439","R_2P1ADyqqTbcka6Y","Female",66,"More than $105,000",5,16,"Canada",3,"purchased",1
"1440","R_2rkZ5hR5MXAebTZ","Male",56,"More than $105,000",5,17,"Canada",3,"purchased",1
"1441","R_3R89btLi0mUAJNT","Male",55,"Less than $34,000",0,16,"Canada",4,"purchased",1
"1442","R_3FakyrmL0IqPCk9","Male",21,"$70,000 - $87,499",3,16,"Canada",2,"purchased",1
"1443","R_12JfDEU93UI83mw","Female",61,"$87,500 - $104,999",4,14,"Canada",3,"purchased",0
"1444","R_3R7X6TgFE5C1ZYN","Male",43,"$34,000 - $49,999",1,16,"Canada",2,"purchased",1
"1445","R_3dVUYkiPJVoYKSz","Male",24,"$70,000 - $87,499",3,14,"Canada",1,"purchased",0
"1446","R_3fZrAWnt1ZcFfyD","Female",25,"$87,500 - $104,999",4,16,"Canada",4,"purchased",0
"1447","R_Y017O0d4xIpJ8XL","Female",21,"Prefer not to answer",NA,18,"Canada",3,"purchased",1
"1448","R_qR3BPfO6rzHWbgR","Male",28,"Less than $34,000",0,11,"Canada",3,"purchased",0
"1449","R_ZIV3ew4PTCUHvdT","Female",30,"Less than $34,000",0,22,"Canada",0,"purchased",0
"1450","R_2tsxMQJKhfezOos","Female",34,"More than $105,000",5,16,"Canada",3,"purchased",0
"1451","R_3IczdSrEyUeDbXS","Female",32,"$70,000 - $87,499",3,21,"Canada",1,"purchased",1
"1452","R_3EaSRNwqiIE38KV","Male",40,"$87,500 - $104,999",4,16,"Canada",3,"purchased",0
"1453","R_25Lb0qar2ZKnECC","Male",19,"$87,500 - $104,999",4,18,"Canada",4,"purchased",1
"1454","R_3PaAJJdfwVwIA8a","Female",22,"Less than $34,000",0,16,"Canada",3,"purchased",0
"1455","R_2Yh23IgCKLnUkNB","Male",22,"Less than $34,000",0,8,"Canada",2,"purchased",1
"1456","R_1hNq4VkdZPQOOD6","Female",35,"Prefer not to answer",NA,14,"Canada",0,"purchased",0
"1457","R_3RaWNJWFo3RLhSx","Male",29,"Less than $34,000",0,12,"Canada",2,"purchased",0
"1458","R_3HFHMxBaWZqpOU6","Female",53,"More than $105,000",5,18,"Canada",3,"purchased",1
"1459","R_21t61oQE3MhOI5X","Female",43,"$70,000 - $87,499",3,19,"Canada",2,"purchased",1
"1460","R_0jRQ7Cm8b1RWHUB","Female",29,"Less than $34,000",0,17,"Canada",4,"purchased",0
"1461","R_0pGPEnA5wFR6lzP","Male",26,"$70,000 - $87,499",3,16,"Canada",3,"purchased",0
"1462","R_3s4wAeZVmQK4hUQ","Female",75,"$34,000 - $49,999",1,13,"Canada",3,"purchased",0
"1463","R_1rfgCQeTSJyOR0g","Female",27,"Less than $34,000",0,16,"Canada",3,"purchased",1
"1464","R_3qk89tRvkVbvHIm","Male",23,"Prefer not to answer",NA,14,"Canada",1,"purchased",0
"1465","R_3qKTTkKnRqH9Bcd","Female",42,"More than $105,000",5,21,"Canada",3,"purchased",1
"1466","R_3rUmOh79wUaH2LT","Female",70,"More than $105,000",5,16,"Canada",3,"purchased",1
"1467","R_33eUAf9yjKFRtOq","Female",27,"$50,000 - $69,999",2,18,"Canada",3,"purchased",1
"1468","R_3310MDRiTwZHLJQ","Female",66,"Prefer not to answer",NA,18,"Canada",2,"purchased",0
"1469","R_VKCLvxyHM9YwaSB","Female",41,"More than $105,000",5,16,"Canada",3,"purchased",1
"1470","R_3wSLpfBcFBMqm9H","Female",30,"More than $105,000",5,7,"Canada",3,"purchased",1
"1471","R_1n3g5Lif3uSPBnI","Female",68,"$70,000 - $87,499",3,15,"Canada",1,"purchased",0
"1472","R_12rJNKHbM6IZa6s","Female",58,"$87,500 - $104,999",4,18,"Canada",4,"purchased",1
"1473","R_wTrYFwdh6Lx2HUB","Female",45,"More than $105,000",5,18,"Canada",4,"purchased",1
"1474","R_1LMz4GxBYqT0cmR","Female",29,"Less than $34,000",0,22,"Canada",3,"purchased",1
"1475","R_3PBPakucU9fy6eR","Male",39,"$87,500 - $104,999",4,27,"Canada",3,"purchased",1
"1476","R_1feoc3Yo7UiYLCT","Female",40,"More than $105,000",5,18,"Canada",4,"purchased",0
"1477","R_PBBHGJSFjCsL7Ud","Female",28,"$50,000 - $69,999",2,15,"Canada",3,"purchased",0
"1478","R_2DY6iTkvU9OKwlK","Male",21,"$70,000 - $87,499",3,16,"Canada",3,"purchased",0
"1479","R_2dGAf3AK8liMTXq","Female",29,"$70,000 - $87,499",3,17,"Canada",3,"purchased",0
"1480","R_3EoQCI4HeinIIRz","Male",29,"$34,000 - $49,999",1,14,"Canada",3,"purchased",0
"1481","R_2uCG0xo1iLaPhW1","Male",28,"$50,000 - $69,999",2,16,"Canada",2,"purchased",0
"1482","R_3DtOmVn9r4oCcuL","Female",24,"$87,500 - $104,999",4,18,"Canada",4,"purchased",1
"1483","R_plwRuplm1sWHOQp","Male",25,"$87,500 - $104,999",4,20,"Canada",3,"purchased",1
"1484","R_3r0N4Fdc2k1gCd2","Male",22,"Less than $34,000",0,8,"Canada",1,"purchased",0
"1485","R_Cgd5pazd5EYiRUJ","Female",31,"$50,000 - $69,999",2,19,"Canada",0,"purchased",0
"1486","R_3hrLC4AoFmtth4E","Male",30,"$50,000 - $69,999",2,18,"Canada",3,"purchased",0
"1487","R_2tncR0BmxqKZ5Dc","Female",28,"$50,000 - $69,999",2,16,"Canada",3,"purchased",0
"1488","R_a9H27CLrfpAApAB","Female",69,"$50,000 - $69,999",2,20,"Canada",3,"purchased",1
"1489","R_3qHItwqfm8t6u26","Female",19,"Less than $34,000",0,13,"Canada",2,"purchased",0
"1490","R_AG31Tst8uxoNAvn","Male",36,"More than $105,000",5,4,"Canada",2,"purchased",1
"1491","R_Yb71cfdaijwqLa9","Female",60,"More than $105,000",5,19,"Canada",3,"purchased",1
"1492","R_1imLh0t538ojKAj","Female",42,"More than $105,000",5,19,"Canada",3,"purchased",0
"1493","R_12h8FDQqr52Tolg","Female",37,"More than $105,000",5,18,"Canada",2,"purchased",0
"1494","R_1nZ0IUYNgVxENPa","Female",31,"$87,500 - $104,999",4,22,"Canada",2,"purchased",0
"1495","R_XtdLgXnwpqVFpbH","Female",30,"$87,500 - $104,999",4,17,"Canada",3,"purchased",1
"1496","R_1K3bsDwBbHuja6x","Male",46,"$87,500 - $104,999",4,8,"Canada",4,"purchased",0
"1497","R_30l6KsMYg06Ugc4","Male",30,"$50,000 - $69,999",2,17,"Canada",4,"purchased",1
"1498","R_3nBm42zZEbGe92C","Female",30,"$50,000 - $69,999",2,18,"Canada",4,"purchased",1
"1499","R_1QgXt4YCiO0MNoS","Male",36,"More than $105,000",5,16,"Canada",2,"purchased",0
"1500","R_3hmUcb88BJ5ftvb","Male",37,"Prefer not to answer",NA,17,"Canada",4,"purchased",0
"1501","R_wKMJP8luHIlJzwd","Female",19,"$70,000 - $87,499",3,14,"Canada",2,"purchased",0
"1502","R_2PwnH4IxcE0MONu","Male",24,"$34,000 - $49,999",1,16,"Canada",3,"purchased",0
"1503","R_tRoaBbpICU80Esp","Male",46,"$87,500 - $104,999",4,8,"Canada",2,"purchased",0
"1504","R_3dR1KFKca03HAoJ","Male",41,"More than $105,000",5,16,"Canada",3,"purchased",0
"1505","R_22zXH9Zf6fhnbmL","Male",43,"More than $105,000",5,15,"Canada",4,"purchased",0
"1506","R_28D70fTezDMcT3h","Female",29,"More than $105,000",5,18,"Canada",3,"purchased",0
"1507","R_3HqohcQDb3lGlvT","Male",34,"$34,000 - $49,999",1,15,"Canada",2,"purchased",0
"1508","R_2AFINvuKMvwBpuI","Male",37,"Prefer not to answer",NA,17,"Canada",4,"purchased",0
"1509","R_NWrwa96Fq0LiAzn","Female",69,"Less than $34,000",0,14,"Canada",2,"purchased",1
"1510","R_1mgafRlmHNVKAyL","Female",48,"$87,500 - $104,999",4,20,"Canada",2,"purchased",1
"1511","R_2tMwg5bWWA8Cztb","Female",32,"$70,000 - $87,499",3,18,"Canada",4,"purchased",0
"1512","R_3qrskyakRwESAWV","Female",31,"$50,000 - $69,999",2,24,"Canada",3,"purchased",1
"1513","R_2s1fRpxpHNHMXQh","Female",35,"More than $105,000",5,17,"Canada",4,"purchased",1
"1514","R_3EygiIz1Pixhwiu","Female",25,"$34,000 - $49,999",1,20,"Canada",0,"purchased",0
"1515","R_2waDKjHMrO781sL","Male",45,"Less than $34,000",0,24,"Canada",4,"purchased",0
"1516","R_3QPGJ3GIHwYsLXC","Male",38,"More than $105,000",5,18,"Canada",2,"purchased",1
"1517","R_3FIgKMls42wTohk","Male",37,"Prefer not to answer",NA,17,"Canada",4,"purchased",0
"1518","R_1BQ6cWzKEFJqiOB","Female",37,"$70,000 - $87,499",3,15,"Canada",2,"purchased",0
"1519","R_2DTsWgmdYULiQVB","Female",41,"Less than $34,000",0,18,"Canada",3,"purchased",0
"1520","R_2v2j40YVnpMdF1O","Female",29,"$34,000 - $49,999",1,16,"Canada",1,"purchased",1
"1521","R_30cz5ukp91kQ5EY","Male",34,"$70,000 - $87,499",3,16,"Canada",3,"purchased",0
"1522","R_xrAnr8GcVy4g86J","Male",46,"More than $105,000",5,21,"Canada",3,"purchased",0
"1523","R_32RDIFCi36zodfz","Female",22,"$34,000 - $49,999",1,16,"Canada",2,"purchased",0
"1524","R_2whJ3YHL8xjb2DP","Male",39,"$87,500 - $104,999",4,15,"Canada",2,"purchased",1
"1525","R_1N3RbnTVfdKU6sQ","Male",40,"$87,500 - $104,999",4,18,"Canada",4,"purchased",1
"1526","R_2XcESvGbNB8FK6e","Female",29,"More than $105,000",5,21,"Canada",3,"purchased",1
"1527","R_AMWfgDXZjBGRlU5","Male",22,"$50,000 - $69,999",2,17,"Canada",1,"purchased",0
"1528","R_2S0m2rqlgVN9E4s","Male",31,"$50,000 - $69,999",2,16,"Canada",3,"purchased",0
"1529","R_5uvMEyAowOw6qLD","Female",37,"$87,500 - $104,999",4,25,"Canada",3,"purchased",0
"1530","R_268SphHqtoMx7hg","Female",56,"$87,500 - $104,999",4,14,"Canada",2,"purchased",0
"1531","R_2eapMWUBKzfo9A7","Male",62,"Prefer not to answer",NA,13,"Canada",3,"purchased",1
"1532","R_2f6SFsgKQGhQNEU","Male",23,"Less than $34,000",0,16,"Canada",2,"purchased",1
"1533","R_20NGhRvUPPnFCTN","Female",35,"$50,000 - $69,999",2,15,"Canada",3,"purchased",1
"1534","R_2Tz0roJFvyYAasr","Female",49,"$70,000 - $87,499",3,18,"Canada",4,"purchased",1
"1535","R_3iC2vTnuLCEew5v","Male",45,"Less than $34,000",0,16,"Canada",2,"purchased",0
