StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R
2022-09-19 08:13:03,2022-09-19 08:21:45,IP Address,100,521,True,2022-09-19 08:21:45,R_2aOZn3EdNOsWMTo,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,5,"Strongly disagree
5","Strongly agree
1","Strongly disagree
5",Yes,0,5,0,10,A,Yes,Pay your friend 10 € for the coupon.,B,0,5,0,10,Yes,"Strongly disagree

5
","Strongly agree

1
","Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,2,More than 102 €,Less than today,False,There is no relationship,Very serious,Male,42,More than 27 000 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 08:16:01,2022-09-19 08:29:04,IP Address,100,782,True,2022-09-19 08:29:04,R_2wSInawmLFl1JXn,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,15,6,"Strongly agree
1","Strongly disagree
5",3,No,5,10,5,15,No difference,No,Pay your friend 10 € for the coupon.,No difference,10,15,10,15,No,3,"Strongly disagree

5
","Strongly agree

1
",No difference,No,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,I do not know,Very serious,Female,34,5500 € – 8200 €,8,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 08:21:39,2022-09-19 08:29:39,IP Address,100,480,True,2022-09-19 08:29:40,R_2YlF2AEcAPYZurF,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,3,"Strongly agree
1","Strongly disagree
5",4,Yes,5,5,5,5,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,No,Pay your friend 10 € for the coupon.,2,More than 102 €,Less than today,I do not know,I do not know,Very serious,Female,32,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 08:17:03,2022-09-19 08:30:09,IP Address,100,785,True,2022-09-19 08:30:10,R_3JarX457YOyt7k5,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,2.5,5,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,10,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,10,10,10,Yes,"Strongly disagree

5
","Strongly agree

1
",3,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,Less than today,I do not know,I do not know,Very serious,Female,30,16 500 € – 22 000 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 08:31:29,2022-09-19 08:41:40,IP Address,100,610,True,2022-09-19 08:41:40,R_2PAW4SzD0uMXD85,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,10,5,"Strongly agree
1",3,4,Yes,5,5,5,10,No difference,No,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,2,"Strongly disagree

5
","Strongly agree

1
",No difference,No,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Female,40,11 000 € – 13 700 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 08:36:36,2022-09-19 08:44:28,IP Address,100,472,True,2022-09-19 08:44:29,R_3PaRKjj95iUCcNf,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,5,3,3,4,4,No,5,5,5,5,A,Yes,Pay your friend 10 € for the coupon.,B,10,10,10,10,No,3,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,There is no relationship,Moderately serious,Male,39,More than 27 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 08:41:16,2022-09-19 08:48:25,IP Address,100,429,True,2022-09-19 08:48:25,R_2xP3H9pF1r73uuL,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,A,Yes,Pay your friend 10 € for the coupon.,B,5,5,10,10,No,"Strongly disagree

5
",2,3,No difference,Yes,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,There is no relationship,Very serious,Male,30,More than 27 000 €,14,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 08:33:29,2022-09-19 09:22:02,IP Address,100,2913,True,2022-09-19 09:22:03,R_UaanBtIsrl1xrNf,anonymous,PT,1,I agree to participate in the research,B,3,4,5,9,10,2,4,4,No,0,5,0,8,No difference,Yes,Consider it a gift and not pay for the coupon.,B,5,5,5,10,No,"Strongly disagree

5
","Strongly agree

1
",2,A,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,I do not know,Very serious,Female,32,8200 € – 11 000 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 09:24:10,2022-09-19 09:35:48,IP Address,100,697,True,2022-09-19 09:35:48,R_YadAtdZZwTyjAs1,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,5,10,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,10,10,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,5,5,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,More than 102 €,Less than today,False,They collapse,Absolutely serious,Male,31,Prefer not to answer,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 09:28:46,2022-09-19 09:35:58,IP Address,100,432,True,2022-09-19 09:35:59,R_120brm6ow8r7n28,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",15,20,20,30,3,"Strongly agree
1","Strongly disagree
5","Strongly agree
1",No,15,20,20,30,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,15,20,15,25,Yes,"Strongly agree

1
","Strongly agree

1
",4,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,More than 102 €,Less than today,False,There is no relationship,Absolutely serious,Female,25,Less than 5500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 09:25:10,2022-09-19 09:39:56,IP Address,100,886,True,2022-09-19 09:39:58,R_1f28iw2gnnas8Iy,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,10,1.5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,No difference,No,Consider it a gift and not pay for the coupon.,A,10,10,10,10,Yes,"Strongly disagree

5
",3,2,B,Yes,Consider it a gift and not pay for the coupon.,1.5,More than 102 €,Less than today,False,They remain unchanged,Moderately serious,Male,27,13 700 € – 16 500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 10:06:50,2022-09-19 10:23:39,IP Address,100,1008,True,2022-09-19 10:23:39,R_3HNrOas7f81GGHB,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,10,"Strongly agree
1","Strongly disagree
5",4,Yes,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,5,5,10,10,Yes,4,"Strongly disagree

5
","Strongly agree

1
",A,No,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Male,58,22 000 € – 27 000 €,11,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,0
2022-09-19 10:24:12,2022-09-19 10:28:30,IP Address,100,258,True,2022-09-19 10:28:30,R_2qsAuGTFKhZu9Xi,anonymous,PT,1,I agree to participate in the research,A,5,10,5,10,10,"Strongly disagree
5","Strongly agree
1",3,Yes,5,10,5,10,No difference,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,10,Yes,"Strongly disagree

5
","Strongly agree

1
",3,A,Yes,Consider it a gift and not pay for the coupon.,10,I do not know,I do not know,True,I do not know,Absolutely serious,Male,25,13 700 € – 16 500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 10:29:03,2022-09-19 10:40:11,IP Address,100,667,True,2022-09-19 10:40:11,R_30i5nodDONhLrZG,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,10,10,12.5,3,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,7.5,10,12.5,A,No,Pay your friend 10 € for the coupon.,B,10,12.5,10,12.5,Yes,"Strongly agree

1
",4,"Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,3.5,Exactly 102 €,Less than today,False,I do not know,Absolutely serious,Female,33,Less than 5500 €,19,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 10:38:11,2022-09-19 10:46:52,IP Address,100,521,True,2022-09-19 10:46:52,R_2w0Qd4YC1QgU5Dt,anonymous,PT,1,I agree to participate in the research,"No difference ",5,10,10,15,10,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,10,15,A,No,Consider it a gift and not pay for the coupon.,B,5,10,10,15,Yes,3,"Strongly disagree

5
","Strongly agree

1
",B,No,Consider it a gift and not pay for the coupon.,8,Exactly 102 €,I do not know,False,I do not know,Absolutely serious,Female,68,Prefer not to answer,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 10:37:34,2022-09-19 10:50:14,IP Address,100,759,True,2022-09-19 10:50:14,R_2rkzJExoe8O2IRG,anonymous,PT,1,I agree to participate in the research,"No difference ",5,10,5,10,5,"Strongly agree
1",4,"Strongly disagree
5",Yes,5,10,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,5,10,10,Yes,3,"Strongly agree

1
","Strongly agree

1
",B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,24,5500 € – 8200 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 10:43:45,2022-09-19 10:51:09,IP Address,100,443,True,2022-09-19 10:51:09,R_UsHlSBJvRfDbtFD,anonymous,PT,1,I agree to participate in the research,B,5,5,10,10,4,2,4,3,No,5,5,10,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,10,10,10,No,2,3,2,A,Yes,Pay your friend 10 € for the coupon.,3,I do not know,I do not know,False,I do not know,Absolutely serious,Female,23,13 700 € – 16 500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 10:58:20,2022-09-19 11:08:02,IP Address,100,582,True,2022-09-19 11:08:02,R_UAaQGAEXMEAaStP,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,10,4,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,5,5,5,10,Yes,2,4,4,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,Less than today,False,There is no relationship,Absolutely serious,Male,22,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 11:40:18,2022-09-19 11:44:08,IP Address,100,229,True,2022-09-19 11:44:08,R_30qrEDV6CemJ4Nu,anonymous,PT,1,I agree to participate in the research,B,20,30,10,20,490,3,3,3,Yes,4,2,8,10,B,Yes,Pay your friend 10 € for the coupon.,A,9,5,6,8,Yes,2,3,3,B,No,Consider it a gift and not pay for the coupon.,10,More than 102 €,Exactly the same as today,False,They remain unchanged,Slightly serious,Female,33,8200 € – 11 000 €,17,Portugal,Brazilian Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 11:34:01,2022-09-19 11:44:43,IP Address,100,641,True,2022-09-19 11:44:43,R_3si5DFXwosMUqjH,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,10,10,20,3,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,10,20,No difference,No,Pay your friend 10 € for the coupon.,A,5,10,10,20,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,No,Pay your friend 10 € for the coupon.,2,More than 102 €,Less than today,False,I do not know,Very serious,Male,18,Less than 5500 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 10:30:40,2022-09-19 11:54:56,IP Address,100,5055,True,2022-09-19 11:54:56,R_2uDrEBePn590IDf,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,10,3.5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,No,Consider it a gift and not pay for the coupon.,A,5,10,10,10,No,"Strongly disagree

5
",4,2,B,Yes,Consider it a gift and not pay for the coupon.,2.5,More than 102 €,Exactly the same as today,I do not know,I do not know,Absolutely serious,Female,28,11 000 € – 13 700 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 12:03:45,2022-09-19 12:04:03,IP Address,100,17,True,2022-09-19 12:04:04,R_2VprTO6YozPtGqh,anonymous,PT,0.8999999761581421,I do NOT agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 12:16:23,2022-09-19 12:26:53,IP Address,100,629,True,2022-09-19 12:26:53,R_d5TvnEOW7Iaob4Z,anonymous,PT,1,I agree to participate in the research,A,5,5,5,10,10,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,10,10,No,4,4,2,B,Yes,Pay your friend 10 € for the coupon.,4,More than 102 €,Less than today,False,I do not know,Very serious,Female,25,5500 € – 8200 €,17,Netherlands,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 12:30:41,2022-09-19 12:44:54,IP Address,100,852,True,2022-09-19 12:44:54,R_1ltPJkxhJPjYvZA,anonymous,PT,1,I agree to participate in the research,"No difference ",5,20,5,20,10,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,25,5,25,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,30,10,30,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,Less than today,False,They collapse,Absolutely serious,Male,28,16 500 € – 22 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 12:39:06,2022-09-19 12:52:07,IP Address,100,780,True,2022-09-19 12:52:07,R_12SfEiZ7DlOHe4I,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,15,10,20,5,"Strongly agree
1",4,4,Yes,5,15,10,20,A,No,Pay your friend 10 € for the coupon.,A,10,20,10,20,Yes,2,4,3,B,No,Pay your friend 10 € for the coupon.,4,I do not know,I do not know,False,They collapse,Very serious,Female,24,Less than 5500 €,14,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 12:43:40,2022-09-19 12:57:34,IP Address,100,833,True,2022-09-19 12:57:34,R_3feHultVItipB1c,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,5,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Female,51,16 500 € – 22 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 13:05:00,2022-09-19 13:23:03,IP Address,100,1082,True,2022-09-19 13:23:03,R_tXS1UqMWRVfaqm5,anonymous,PT,1,I agree to participate in the research,"No difference ",5,10,5,15,0,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,5,No difference,No,Consider it a gift and not pay for the coupon.,A,10,15,10,15,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,No,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,There is no relationship,Very serious,Male,23,Prefer not to answer,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,r
2022-09-19 13:44:20,2022-09-19 14:04:50,IP Address,100,1229,True,2022-09-19 14:04:50,R_2Se2pMxoeTnHTa6,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,A,10,10,10,10,No,3,3,"Strongly disagree

5
",No difference,No,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,28,8200 € – 11 000 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 14:00:04,2022-09-19 14:15:02,IP Address,100,898,True,2022-09-19 14:15:03,R_Qb3vYx7E7vojJct,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,3,2,3,4,No,0,5,0,10,A,Yes,Consider it a gift and not pay for the coupon.,B,0,5,0,10,No,2,3,4,A,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,I do not know,I do not know,Very serious,Male,23,Less than 5500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
