"","subject","Gender","Age","Income","Education","Residence","Country","NativeLanguage","FinancialLiteracy","attention_check_grater_than_3","attention_check_grater_than_2","loi_lower_than_loiX0_33","native_language_is_country_language","coupon","response","numeric_income"
"5214","R_3Oe5es37Zv3Cm5Z","Female","44","Less than GHS 17 000","20","Ghana","Ghana","English",1,FALSE,TRUE,FALSE,TRUE,"free",1,0
"5215","R_31KpRqF1znuPDl7","Female","66","GHS 35 000 - GHS 44 000","15","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"free",0,3
"5216","R_2yrzQz4VM9lhRGV","Female","23","Prefer not to answer","17","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"free",1,NA
"5217","R_2VvS7ntlq8avLoJ","Female","40","GHS 26 000 - GHS 35 000","18","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,2
"5218","R_OBaMgDBo1PUwuUp","Female","20","Prefer not to answer","15","Ghana","Ghana","English",2,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"5219","R_2WZmMifSB649sU1","Female","42","More than GHS 53 000","21","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,5
"5220","R_2382XYgZVEWepzv","Male","53","More than GHS 53 000","22","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"5221","R_1QmybYsCM0zo4bK","Female","40","Prefer not to answer","17","Ghana","Ghana","English",4,FALSE,TRUE,FALSE,TRUE,"free",1,NA
"5222","R_Y47uIXVJIG6QKMF","Female","37","More than GHS 53 000","25","Ghana","Ghana","English",2,FALSE,TRUE,FALSE,TRUE,"free",0,5
"5223","R_3OoVglSyHVub6XN","Female","21","Prefer not to answer","13","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"5224","R_32XyKEYQvhY5NUv","Male","22","Prefer not to answer","3","Ghana","Ghana","Other",0,TRUE,TRUE,FALSE,FALSE,"free",1,NA
"5225","R_cYoaPiBp8J7SgDL","Female","33","More than GHS 53 000","18","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"free",1,5
"5226","R_1Lp5AnFUPZvDODK","Female","34","GHS 26 000 - GHS 35 000","28","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"5227","R_2sWQc7QqZloJb7S","Female","33","GHS 35 000 - GHS 44 000","25","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,3
"5228","R_3HMsCKYiaF8LnVp","Female","68","More than GHS 53 000","16","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"5229","R_3kFCHehVAwIG431","Female","24","Prefer not to answer","18","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"5230","R_3n0gTZyjiuWTPKf","Female","52","GHS 26 000 - GHS 35 000","30","Ghana","Ghana","English",0,TRUE,TRUE,FALSE,TRUE,"free",1,2
"5231","R_3kFOybDd8ByhiQF","Male","45","Prefer not to answer","15","Ghana","Ghana","English",1,FALSE,TRUE,FALSE,TRUE,"free",1,NA
"5232","R_1dH9uH050oQOloB","Female","59","GHS 26 000 - GHS 35 000","18","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"free",0,2
"5233","R_24vmtInP0KqjBqA","Male","74","Less than GHS 17 000","22","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",1,0
"5234","R_2OMtUUQAuVIhgUO","Male","25","Prefer not to answer","15","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"5235","R_3EiiDtI5Wil69AF","Female","21","Less than GHS 17 000","17","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"free",0,0
"5236","R_UyaYyuNKmzXOvYZ","Female","28","GHS 35 000 - GHS 44 000","22","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"free",0,3
"5237","R_3I5yvmxTTwKFZDq","Male","43","More than GHS 53 000","20","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"5238","R_2zJeO6xNLI53LM4","Male","47","More than GHS 53 000","22","Ghana","Ghana","Afrikaans",3,TRUE,TRUE,FALSE,FALSE,"free",0,5
"5239","R_21pr7zFnzkOQi1T","Male","27","Less than GHS 17 000","17","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"free",0,0
"5240","R_1kXN0GnXx0DkZTv","Male","34","More than GHS 53 000","23","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",1,5
"5241","R_3p3BIkSxtcdS0gg","Female","55","GHS 44 000 - GHS 53 000","20","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"free",1,4
"5242","R_2YFY7JIYeiFBbl3","Male","66","More than GHS 53 000","19","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"5243","R_3xDCvxhuDTaRaiB","Male","46","More than GHS 53 000","21","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"5244","R_21pGHwqsBpgNYDJ","Male","58","Prefer not to answer","18","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"5245","R_0OfDsouhxQc5HZT","Male","22","More than GHS 53 000","7","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"free",1,5
"5246","R_1FaIMvxVhWO5Hx5","Female","39","Prefer not to answer","4","Ghana","Ghana","English",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"5247","R_V4HUxi5680wbvKV","Female","2","Prefer not to answer","19","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"free",1,NA
"5248","R_3G6rZdOr4Oki0Kj","Female","42","More than GHS 53 000","19","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,5
"5249","R_20Vgvol5rQg0NJV","Female","60","GHS 17 000 - GHS 26 000","16","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"5250","R_33wls8v9aWvfemF","Female","55","More than GHS 53 000","22","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"free",1,5
"5251","R_wSm7t42Sin7m7x7","Male","34","Less than GHS 17 000","19","Ghana","Ghana","Other",2,FALSE,TRUE,FALSE,FALSE,"free",0,0
"5252","R_2CNhIfOLmZ6ry09","Female","20","Less than GHS 17 000","15","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",1,0
"5253","R_3nv2ex48oGTk0Kw","Female","25","Less than GHS 17 000","16","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"free",0,0
"5254","R_3r3e96H3htzdwW5","Female","35","Less than GHS 17 000","15","Ghana","Ghana","English",1,FALSE,TRUE,FALSE,TRUE,"free",0,0
"5255","R_2VxVAqb1tFT2NYB","Male","33","GHS 17 000 - GHS 26 000","18","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,1
"5256","R_2dLlUhEdn6al0R2","Male","47","More than GHS 53 000","21","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"5257","R_1GE8acncSym7Uu6","Female","60","GHS 44 000 - GHS 53 000","20","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,4
"5258","R_3st3fSNYPrqaQyV","Female","25","GHS 35 000 - GHS 44 000","23","Ghana","Ghana","English",4,TRUE,TRUE,FALSE,TRUE,"free",0,3
"5259","R_1KuSBuyN94SU4PL","Female","27","GHS 44 000 - GHS 53 000","18","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"free",1,4
"5260","R_OJ39rg43ewW5wHv","Female","55","Prefer not to answer","10","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"5261","R_26ohJZySwuDI2d3","Female","61","GHS 35 000 - GHS 44 000","18","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"free",0,3
"5262","R_1i1Y7yZfcgFhEPg","Male","33","GHS 26 000 - GHS 35 000","10","Ghana","Ghana","French",1,TRUE,TRUE,FALSE,FALSE,"free",0,2
"5263","R_p43wvGXq2JLGG1r","Male","29","GHS 44 000 - GHS 53 000","6","Ghana","Ghana","Other",3,FALSE,TRUE,FALSE,FALSE,"free",0,4
"5264","R_2y3kKvlyOivJG5C","Female","52","Prefer not to answer","29","Ghana","Ghana","Other",0,TRUE,TRUE,FALSE,FALSE,"free",0,NA
"5265","R_3lS0zRskNidbGkL","Male","36","GHS 44 000 - GHS 53 000","22","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",1,4
"5266","R_3L6duqJN3TNda8M","Male","30","GHS 44 000 - GHS 53 000","19","Ghana","Ghana","English",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"5267","R_C3wJT83b9YLBeOB","Female","44","More than GHS 53 000","18","Ghana","Ghana","English",1,FALSE,TRUE,FALSE,TRUE,"free",0,5
"5268","R_3hG9hKoXcXI6Unl","Male","47","More than GHS 53 000","19","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"5269","R_1FRhqXVoqw3LUlX","Female","45","GHS 35 000 - GHS 44 000","18","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",1,3
"5270","R_1lftGCTCWrFJsOW","Female","31","GHS 35 000 - GHS 44 000","19","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,3
"5271","R_umhuXJ0MNDKxbO1","Female","47","More than GHS 53 000","25","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"5272","R_3VOtr9rXC8qnREl","Male","31","GHS 26 000 - GHS 35 000","23","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,2
"5273","R_2EhOpme4o7tQxh3","Male","36","More than GHS 53 000","19","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"5274","R_2xE1zxOxsjXYlyX","Male","31","GHS 17 000 - GHS 26 000","22","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"5275","R_3I6OpDbIZBHR06b","Male","33","GHS 26 000 - GHS 35 000","19","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"5276","R_O0YIDdHW9QM5b33","Male","40","More than GHS 53 000","18","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"5277","R_XHO51wDxh5CRV7j","Female","24","Less than GHS 17 000","16","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"5278","R_3fraqFAgf4IGR2m","Male","50","More than GHS 53 000","22","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,5
"5279","R_2xMrhBj5ebMSunR","Female","27","GHS 17 000 - GHS 26 000","16","Germany","Ghana","German",0,TRUE,TRUE,FALSE,FALSE,"purchased",0,1
"5280","R_3dLYtZ98QMPOXba","Female","32","Less than GHS 17 000","18","Germany","Ghana","German",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,0
"5281","R_ST1JganI0jU2xNf","Male","60","More than GHS 53 000","22","Germany","Ghana","German",3,FALSE,TRUE,FALSE,FALSE,"purchased",1,5
"5282","R_3m3riK8qp6IDJHO","Female","54","More than GHS 53 000","15","Germany","Ghana","German",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5283","R_Q9DvKBjMWNfiKkN","Female","26","GHS 26 000 - GHS 35 000","18","Germany","Ghana","German",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,2
"5284","R_2DXOBzHvgcn859N","Female","47","More than GHS 53 000","25","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",1,5
"5285","R_1LwB2kVJcJKuaM2","Female","61","More than GHS 53 000","31","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5286","R_3gUfHdJErQaBi7G","Male","46","More than GHS 53 000","17","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"5287","R_1hKz6Vdo9qwrDlI","Male","44","More than GHS 53 000","14","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5288","R_1OrS4QtPvl3k9Iy","Female","33","GHS 44 000 - GHS 53 000","20","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,4
"5289","R_3khNpeLkHEqbSU9","Female","46","More than GHS 53 000","25","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,5
"5290","R_3qaFFUIBSTVfk4X","Female","25","GHS 17 000 - GHS 26 000","16","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"5291","R_2ylbDnGYRqOCTEL","Male","26","Less than GHS 17 000","18","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,0
"5292","R_3IRxjMvYjycjmed","Male","39","More than GHS 53 000","15","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5293","R_x4vQ9ETZfsK7VtL","Female","42","GHS 44 000 - GHS 53 000","24","Ghana","Ghana","Afrikaans",0,TRUE,TRUE,FALSE,FALSE,"purchased",1,4
"5294","R_2t06ltNtYwtcEqh","Male","26","Less than GHS 17 000","16","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"purchased",1,0
"5295","R_u98SBEbkdp5ViHD","Male","56","GHS 44 000 - GHS 53 000","25","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",1,4
"5296","R_1DUQRmGs5jGQOMW","Female","37","GHS 17 000 - GHS 26 000","17","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,1
"5297","R_5A6inbUXhkpS7WV","Female","40","More than GHS 53 000","22","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",1,5
"5298","R_3I4dTRZ9LBe0yGk","Female","18","Prefer not to answer","12","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"5299","R_9SJTQL8PgooF37b","Male","27","Less than GHS 17 000","7","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"5300","R_1eUBzu6sdhOphlQ","Male","34","More than GHS 53 000","22","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"5301","R_2Xb2vFdKNMh23VS","Female","42","GHS 35 000 - GHS 44 000","16","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,3
"5302","R_1HeivwOc9QB5FIk","Female","21","Prefer not to answer","15","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"5303","R_2zzKzlZQAEk5J3R","Male","36","GHS 17 000 - GHS 26 000","22","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,1
"5304","R_2YfvCXT43epvaui","Female","60","More than GHS 53 000","16","United States of America","Ghana","Afrikaans",4,FALSE,TRUE,FALSE,FALSE,"purchased",1,5
"5305","R_1Q6ClZCA4pGWhEE","Male","32","More than GHS 53 000","20","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5306","R_2aFvHYAB6gUyPE9","Male","18","Prefer not to answer","17","Ghana","Ghana","Other",2,FALSE,TRUE,FALSE,FALSE,"purchased",1,NA
"5307","R_1LtZgg4NvYU0w2k","Female","47","More than GHS 53 000","20","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5308","R_bJFClzvWjXVpAw9","Male","18","Prefer not to answer","15","Ghana","Ghana","Other",0,TRUE,TRUE,FALSE,FALSE,"purchased",0,NA
"5309","R_1pMOsH3EpWBRYNs","Female","50","GHS 26 000 - GHS 35 000","44","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"5310","R_2CkUvlEmPOm1NZM","Male","54","More than GHS 53 000","28","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5311","R_AzKh9Qr7CgcmMUx","Female","23","Less than GHS 17 000","3","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"5312","R_2OIT4GusgJ9tlfN","Female","42","More than GHS 53 000","21","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,5
"5313","R_2zP8y6oEq6eVq14","Male","22","Less than GHS 17 000","17","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"5314","R_3rS3O0xzcvVh3GK","Female","38","More than GHS 53 000","24","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5315","R_6f0RZJNDh8PdMWJ","Male","18","Prefer not to answer","4","Ghana","Ghana","English",0,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"5316","R_122MTIQnp6QrjHp","Female","60","More than GHS 53 000","30","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"5317","R_V4GyjOmKQe8HRSN","Female","37","More than GHS 53 000","22","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5318","R_20Vh6X4YZEiIr5h","Male","36","More than GHS 53 000","23","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5319","R_W3v6SVY0I2DY5tn","Male","33","GHS 35 000 - GHS 44 000","31","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"5320","R_5j7b06cgi5MF7nX","Female","23","Prefer not to answer","19","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",1,NA
"5321","R_3IYSmnltrp1qGAR","Female","21","Prefer not to answer","18","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",1,NA
"5322","R_1gckR94dV40bDJV","Female","21","Prefer not to answer","15","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,NA
"5323","R_1IWPg5OM3tW7fgw","Female","22","Prefer not to answer","22","Ghana","Ghana","English",0,FALSE,TRUE,FALSE,TRUE,"purchased",0,NA
"5324","R_2AFjQumFk0x9kfe","Male","44","Prefer not to answer","17","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"5325","R_3oL9sK6BMBw0Lp9","Male","30","Less than GHS 17 000","18","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,0
"5326","R_2VehWEJGGNmAY2i","Female","24","More than GHS 53 000","16","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"5327","R_2AXcIWxA1v4HVz5","Female","43","More than GHS 53 000","24","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5328","R_3L7FrqMeevSEKuo","Male","39","More than GHS 53 000","24","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"5329","R_1fkEq6pfyPav3E2","Male","24","Less than GHS 17 000","15","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"5330","R_2VjsGTCfoszXwzD","Female","24","Less than GHS 17 000","23","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"5331","R_2sYHvAc0uUMfAY7","Male","21","Prefer not to answer","13","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"5332","R_pzOecKDyvQYJrDb","Male","34","GHS 44 000 - GHS 53 000","26","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",1,4
"5333","R_2YWZs6XHQ060OUN","Male","24","Prefer not to answer","16","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"5334","R_3dE0RuMXASHRAns","Male","44","More than GHS 53 000","21","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5335","R_Zq9ao0D1PLO3dIZ","Male","49","More than GHS 53 000","22","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"5336","R_25zwAxJqbQ9K2ap","Male","29","Less than GHS 17 000","16","Ghana","Ghana","Other",0,TRUE,TRUE,FALSE,FALSE,"purchased",0,0
"5337","R_2w5FX6uk6WprfhD","Male","44","More than GHS 53 000","29","Ghana","Ghana","English",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"5338","R_2BlF17e3qTrszlF","Male","37","GHS 26 000 - GHS 35 000","21","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,2
"5339","R_1QsEPK96rdC9Dn3","Female","21","GHS 17 000 - GHS 26 000","15","Ghana","Ghana","Other",1,FALSE,FALSE,FALSE,FALSE,"purchased",1,1
"5340","R_1pzZZp3fKGCAmyn","Female","28","GHS 44 000 - GHS 53 000","13","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",0,4
"5341","R_2robpZlYDOTLpsU","Female","58","GHS 35 000 - GHS 44 000","11","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",0,3
"5342","R_RQOzFg5Pq6aYGk1","Female","20","Prefer not to answer","6","Ghana","Ghana","English",0,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"5343","R_pAd93H3EySlbrTb","Male","32","GHS 26 000 - GHS 35 000","4","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,2
"5344","R_1mOBc6EEiPm3PxL","Male","40","More than GHS 53 000","22","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5345","R_1eCBdOpq0T5cwU7","Male","21","More than GHS 53 000","16","Ghana","Ghana","English",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"5346","R_2vdprAR2caVTlmo","Male","37","Prefer not to answer","20","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"5347","R_1jSRYZZigsg0VXK","Male","31","GHS 26 000 - GHS 35 000","20","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"5348","R_1hKL5blE8o0XllF","Male","33","Less than GHS 17 000","20","Ghana","Ghana","Other",4,FALSE,TRUE,FALSE,FALSE,"purchased",0,0
"5349","R_1rCZjYUFoBHxk0B","Male","44","GHS 35 000 - GHS 44 000","20","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,3
"5350","R_DGH2ztzZkYXJMTD","Male","28","Less than GHS 17 000","3","Ghana","Ghana","English",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,0
"5351","R_3Pn7BiYlKDCpeZC","Male","43","GHS 17 000 - GHS 26 000","33","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"5352","R_323zg8gpTX8WNjo","Female","43","GHS 17 000 - GHS 26 000","18","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"5353","R_3mmjK9Gvo2mZIsw","Male","22","Prefer not to answer","16","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,NA
"5354","R_3Oe5es37Zv3Cm5Z","Female","44","Less than GHS 17 000","20","Ghana","Ghana","English",1,FALSE,TRUE,FALSE,TRUE,"purchased",1,0
"5355","R_31KpRqF1znuPDl7","Female","66","GHS 35 000 - GHS 44 000","15","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",0,3
"5356","R_2yrzQz4VM9lhRGV","Female","23","Prefer not to answer","17","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"5357","R_2VvS7ntlq8avLoJ","Female","40","GHS 26 000 - GHS 35 000","18","Ghana","Ghana","Other",2,TRUE,TRUE,FALSE,FALSE,"purchased",1,2
"5358","R_OBaMgDBo1PUwuUp","Female","20","Prefer not to answer","15","Ghana","Ghana","English",2,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"5359","R_2WZmMifSB649sU1","Female","42","More than GHS 53 000","21","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5360","R_2382XYgZVEWepzv","Male","53","More than GHS 53 000","22","Ghana","Ghana","English",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"5361","R_1QmybYsCM0zo4bK","Female","40","Prefer not to answer","17","Ghana","Ghana","English",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"5362","R_Y47uIXVJIG6QKMF","Female","37","More than GHS 53 000","25","Ghana","Ghana","English",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,5
"5363","R_3OoVglSyHVub6XN","Female","21","Prefer not to answer","13","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"5364","R_32XyKEYQvhY5NUv","Male","22","Prefer not to answer","3","Ghana","Ghana","Other",0,TRUE,TRUE,FALSE,FALSE,"purchased",1,NA
"5365","R_cYoaPiBp8J7SgDL","Female","33","More than GHS 53 000","18","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",1,5
"5366","R_1Lp5AnFUPZvDODK","Female","34","GHS 26 000 - GHS 35 000","28","Ghana","Ghana","English",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"5367","R_2sWQc7QqZloJb7S","Female","33","GHS 35 000 - GHS 44 000","25","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"5368","R_3HMsCKYiaF8LnVp","Female","68","More than GHS 53 000","16","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"5369","R_3kFCHehVAwIG431","Female","24","Prefer not to answer","18","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"5370","R_3n0gTZyjiuWTPKf","Female","52","GHS 26 000 - GHS 35 000","30","Ghana","Ghana","English",0,TRUE,TRUE,FALSE,TRUE,"purchased",1,2
"5371","R_3kFOybDd8ByhiQF","Male","45","Prefer not to answer","15","Ghana","Ghana","English",1,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"5372","R_1dH9uH050oQOloB","Female","59","GHS 26 000 - GHS 35 000","18","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",0,2
"5373","R_24vmtInP0KqjBqA","Male","74","Less than GHS 17 000","22","Ghana","Ghana","Other",3,TRUE,TRUE,FALSE,FALSE,"purchased",1,0
"5374","R_2OMtUUQAuVIhgUO","Male","25","Prefer not to answer","15","Ghana","Ghana","English",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"5375","R_3EiiDtI5Wil69AF","Female","21","Less than GHS 17 000","17","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,0
"5376","R_UyaYyuNKmzXOvYZ","Female","28","GHS 35 000 - GHS 44 000","22","Ghana","Ghana","Other",1,TRUE,TRUE,FALSE,FALSE,"purchased",0,3
"5377","R_3I5yvmxTTwKFZDq","Male","43","More than GHS 53 000","20","Ghana","Ghana","English",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,5
"5378","R_2zJeO6xNLI53LM4","Male","47","More than GHS 53 000","22","Ghana","Ghana","Afrikaans",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"5379","R_21pr7zFnzkOQi1T","Male","27","Less than GHS 17 000","17","Ghana","Ghana","Other",4,TRUE,TRUE,FALSE,FALSE,"purchased",0,0
