StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing
2022-09-13 01:33:28,2022-09-13 01:37:58,IP Address,49,270,False,2022-09-20 01:38:01,R_6Satll3CwS1fXUJ,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,30,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,,,,,,,,B,20,20,30,40,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,,,,,,,,,,,,
2022-09-13 01:32:37,2022-09-13 01:32:55,IP Address,6,17,False,2022-09-20 01:40:18,R_2t5pCH6GuJ9JEgz,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 01:33:29,2022-09-13 01:42:11,IP Address,77,522,False,2022-09-20 01:42:12,R_qI2zB7vU56CQwQF,anonymous,ZH-S,I agree to participate in the research,A,10,10,20,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,10,20,20,B,Yes,Consider it a gift and not pay for the coupon.,B,20,20,20,20,No,"Strongly disagree

5
","Strongly agree

1
",3,B,No,Pay your friend ￥20 for the coupon.,20,Exactly ￥1020,More than today,False,They collapse,,,,,,,,
2022-09-13 01:43:16,2022-09-13 01:44:06,IP Address,9,49,False,2022-09-20 01:44:11,R_2ZTRCY2r2PgSAUM,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 01:44:28,2022-09-13 01:44:36,IP Address,6,8,False,2022-09-20 01:44:41,R_1eXEXGt5UfJN2f0,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 02:03:59,2022-09-13 02:05:31,IP Address,20,92,False,2022-09-20 02:05:35,R_3yNgjzQ84XT3AsN,anonymous,ZH-S,I agree to participate in the research,B,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,,,,,,,,,,,,
2022-09-13 02:02:32,2022-09-13 02:05:47,IP Address,31,194,False,2022-09-20 02:05:52,R_2Qyd2Ur90n6QOeD,anonymous,ZH-S,I agree to participate in the research,B,0,12,0,25,30,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",Yes,8,10,15,25,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 02:08:19,2022-09-13 02:09:55,IP Address,17,96,False,2022-09-20 02:09:56,R_TkpJVzZK72hul2h,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,10,20,20,50,A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 02:05:43,2022-09-13 02:12:45,IP Address,34,421,False,2022-09-20 02:12:49,R_1qb9KWnMyADDBdZ,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,B,10,18,18,20,No,"Strongly agree

1
",4,3,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",6,,,,,,,,,,,,
2022-09-13 02:11:33,2022-09-13 02:17:02,IP Address,49,329,False,2022-09-20 02:17:03,R_3qZPxWlVtWghxoc,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,8,12,20,24,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,18,22,20,25,Yes,2,4,"Strongly agree

1
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,,,,,,,,,,,,
2022-09-13 02:27:58,2022-09-13 02:28:41,IP Address,11,43,False,2022-09-20 02:28:45,R_3OrBQUwyrfQS0LQ,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,,,,,,,,,,,,,,
2022-09-13 02:35:55,2022-09-13 02:40:06,IP Address,49,251,False,2022-09-20 02:40:13,R_3FPZvrNHopGi0yE,anonymous,ZH-S,I agree to participate in the research,"No difference ",,,,,,,,,,10,20,20,30,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,20,25,20,30,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,,,,,,,,,,,,
2022-09-13 02:53:37,2022-09-13 02:59:24,IP Address,49,346,False,2022-09-20 02:59:24,R_1gb9Fq5N6I2um5X,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,10,15,20,30,B,Yes,Pay your friend ￥20 for the coupon.,A,10,20,20,30,No,2,"Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,10,,,,,,,,,,,,
2022-09-20 04:05:09,2022-09-20 04:19:20,IP Address,100,851,True,2022-09-20 04:19:21,R_1IgFNmLQ3Gak6Fc,anonymous,ZH-S,I agree to participate in the research,A,0,5,0,10,60,"Strongly agree

1
",4,"Strongly disagree

5
",No,0,10,0,40,A,Yes,Consider it a gift and not pay for the coupon.,No difference,5,15,10,10,No,2,4,2,B,No,Consider it a gift and not pay for the coupon.,100,More than ￥1020,Less than today,False,They collapse,Very serious,Male,23,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-20 04:07:52,2022-09-20 04:22:31,IP Address,100,879,True,2022-09-20 04:22:32,R_CkOATxj3nE4aPLz,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,20,"Strongly agree

1
","Strongly disagree

5
",3,Yes,0,20,0,30,No difference,No,Consider it a gift and not pay for the coupon.,B,0,20,0,30,Yes,4,2,"Strongly agree

1
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,24,Less than ￥15000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-20 04:29:59,2022-09-20 04:38:56,IP Address,100,537,True,2022-09-20 04:38:57,R_SNnYFT5AeLwTJwB,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,10,15,"Strongly agree

1
","Strongly disagree

5
",4,No,10,15,20,30,A,No,Pay your friend ￥20 for the coupon.,B,20,20,20,30,No,"Strongly agree

1
","Strongly disagree

5
",2,B,No,Pay your friend ￥20 for the coupon.,15,More than ￥1020,Less than today,False,I do not know,Slightly serious,Male,19,￥22000 - ￥30000,13,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 03:58:48,2022-09-13 04:09:10,IP Address,43,621,False,2022-09-20 04:40:43,R_2fE5dpfqPWP2kEQ,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,15,20,20,20,B,Yes,,B,15,20,20,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,,,,,,,,,,,,
2022-09-20 04:33:00,2022-09-20 04:40:56,IP Address,100,475,True,2022-09-20 04:40:56,R_3CBdv28grIkKIVJ,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,40,20,40,A,Yes,Pay your friend ￥20 for the coupon.,B,20,40,20,40,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,3,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,23,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-20 04:36:11,2022-09-20 04:44:03,IP Address,100,471,True,2022-09-20 04:44:04,R_sLlanvrXthbT7Et,anonymous,ZH-S,I agree to participate in the research,A,0,20,0,40,50,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,0,20,0,40,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,0,30,0,40,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than ￥1020,Less than today,False,They collapse,Very serious,Male,27,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-20 04:24:58,2022-09-20 05:04:28,IP Address,100,2369,True,2022-09-20 05:04:28,R_3MQAPfWjuJDkwMO,anonymous,ZH-S,I agree to participate in the research,"No difference ",5,10,10,20,100,"Strongly disagree

5
",3,3,No,10,15,20,40,A,Yes,Pay your friend ￥20 for the coupon.,B,5,10,10,20,No,"Strongly disagree

5
",4,3,No difference,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,True,They collapse,Moderately serious,Female,23,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:38:27,2022-09-13 05:39:08,IP Address,6,41,False,2022-09-20 05:39:14,R_3CC21hi6Lia3s1u,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:41:16,2022-09-13 05:41:37,IP Address,6,20,False,2022-09-20 05:41:44,R_3x5nL94wURit9fz,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:40:50,2022-09-13 05:43:28,IP Address,20,158,False,2022-09-20 05:43:29,R_3lEMK3m2ESadXto,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,B,No,Consider it a gift and not pay for the coupon.,5,,,,,,,,,,,,
2022-09-13 05:44:09,2022-09-13 05:44:17,IP Address,6,8,False,2022-09-20 05:44:23,R_a3RKZdYMf8I6bBf,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:44:15,2022-09-13 05:45:05,IP Address,3,49,False,2022-09-20 05:45:07,R_3fxixN7PIqnweUi,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:40:55,2022-09-13 05:45:05,IP Address,37,250,False,2022-09-20 05:45:08,R_1dzfqtzYJoBvnVi,anonymous,ZH-S,I agree to participate in the research,B,10,10,10,15,10,"Strongly agree

1
","Strongly disagree

5
",4,Yes,,,,,,,,B,,,,,,,,,B,No,Consider it a gift and not pay for the coupon.,10,,,,,,,,,,,,
2022-09-13 05:40:15,2022-09-13 05:45:45,IP Address,37,329,False,2022-09-20 05:45:45,R_2U42WuoJT6RhGCI,anonymous,ZH-S,I agree to participate in the research,B,10,15,20,28,50,3,2,"Strongly agree

1
",No,15,15,28,28,A,Yes,Consider it a gift and not pay for the coupon.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:44:46,2022-09-13 05:47:02,IP Address,14,136,False,2022-09-20 05:47:03,R_db5K0A6Zoo2rrKF,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",,,,,,,,,,,,,
2022-09-13 05:49:33,2022-09-13 05:49:50,IP Address,6,17,False,2022-09-20 05:49:51,R_bKI00raF4tsyKC5,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:54:02,2022-09-13 05:58:17,IP Address,20,255,False,2022-09-20 05:58:22,R_273zm56QkM6v60a,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,10,"Strongly agree

1
","Strongly disagree

5
",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:59:45,2022-09-13 06:02:14,IP Address,17,148,False,2022-09-20 06:02:18,R_3EAswgqeVr3ObVw,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,10,25,20,30,No,,,,,,,,,,,,,,,,,,,
2022-09-13 06:00:11,2022-09-13 06:03:03,IP Address,23,171,False,2022-09-20 06:03:03,R_2ZV1w73PQM2zvOM,anonymous,ZH-S,I agree to participate in the research,B,,,,,,,,,,10,10,20,20,A,No,Pay your friend ￥20 for the coupon.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 05:55:18,2022-09-13 06:13:28,IP Address,31,1090,False,2022-09-20 06:13:28,R_s4Mf8JEm5UIh97P,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,10,20,10,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,3,,,,,,,,,,,,
2022-09-20 06:14:01,2022-09-20 06:22:27,IP Address,100,506,True,2022-09-20 06:22:28,R_3MtyIRotsXvVQXU,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,8,0,16,35,"Strongly agree

1
","Strongly disagree

5
",3,Yes,10,10,20,20,A,Yes,Pay your friend ￥20 for the coupon.,B,10,15,10,20,Yes,2,"Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,19,More than ￥45000,13,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 06:29:02,2022-09-13 06:31:59,IP Address,31,176,False,2022-09-20 06:32:00,R_2EnJBRt0d552r5x,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,10,30,20,50,A,Yes,Pay your friend ￥20 for the coupon.,,,,,,,,,,B,No,Pay your friend ￥20 for the coupon.,20,,,,,,,,,,,,
2022-09-13 06:30:46,2022-09-13 06:35:48,IP Address,57,302,False,2022-09-20 06:35:50,R_uaVsyTL17MGB237,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",3,No,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,0,20,0,30,,,,,B,No,Pay your friend ￥20 for the coupon.,10,,,,,,,,,,,,
2022-09-13 06:36:36,2022-09-13 06:37:20,IP Address,9,43,False,2022-09-20 06:37:20,R_1QE2ffKyJHwTHmf,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 06:37:13,2022-09-13 06:38:55,IP Address,17,102,False,2022-09-20 06:39:00,R_qDvLxdGQpQKsvGp,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,100,,,,,,,,,,,,
2022-09-13 06:38:33,2022-09-13 06:39:50,IP Address,6,76,False,2022-09-20 06:39:55,R_1f7t8uLsyEIeaIr,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 06:42:25,2022-09-13 06:46:50,IP Address,54,264,False,2022-09-20 06:46:57,R_3dDGtscOFJtzSYJ,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,40,40,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",No,10,20,20,40,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,40,No,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,,,,,,,,,,,,,,,
2022-09-13 06:49:24,2022-09-13 06:54:34,IP Address,49,309,False,2022-09-20 06:54:36,R_1FhqnHIn6MymQYc,anonymous,ZH-S,I agree to participate in the research,A,5,15,5,25,40,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,5,8,10,15,No difference,Yes,Consider it a gift and not pay for the coupon.,No difference,10,20,15,25,No,,,,,,,,,,,,,,,,,,,
2022-09-20 06:47:12,2022-09-20 06:55:18,IP Address,100,485,True,2022-09-20 06:55:19,R_3iWmxDDRVztwJu7,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,10,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,20,0,20,Yes,"Strongly disagree

5
",3,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,I do not know,I do not know,Very serious,Male,23,￥15000 - ￥22000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 06:49:32,2022-09-13 07:05:31,IP Address,77,958,False,2022-09-20 07:05:32,R_9z9cPKV2ynGcUIp,anonymous,ZH-S,I agree to participate in the research,A,0,10,20,20,5,"Strongly agree

1
","Strongly disagree

5
",3,No,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,A,0,20,20,20,No,"Strongly agree

1
","Strongly disagree

5
",3,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,,,,,,,,
2022-09-20 07:08:33,2022-09-20 07:17:21,IP Address,100,527,True,2022-09-20 07:17:21,R_2RQFq74UjASANK1,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,100,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,0,20,0,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,I do not know,I do not know,Slightly serious,Male,22,More than ￥45000,16,Russian Federation,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 07:13:25,2022-09-13 07:20:57,IP Address,20,451,False,2022-09-20 07:20:59,R_1EhPNy7iUzAAd0X,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,B,No,Pay your friend ￥20 for the coupon.,5,,,,,,,,,,,,
2022-09-13 07:04:13,2022-09-13 07:24:13,IP Address,60,1200,False,2022-09-20 07:24:17,R_AhXoRefooMJ7MxH,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",,0,20,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,20,0,20,No,"Strongly agree

1
","Strongly disagree

5
",2,B,Yes,Consider it a gift and not pay for the coupon.,50,,,,,,,,,,,,
2022-09-13 08:17:06,2022-09-13 08:17:39,Spam,3,33,False,2022-09-20 08:17:42,R_2WC2d8bYwBxMcgm,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20 08:03:57,2022-09-20 08:18:53,IP Address,100,896,True,2022-09-20 08:18:55,R_2YtsdxR1YUD8z8A,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,30,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,0,15,0,25,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,30,0,30,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,No,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,I do not know,I do not know,Absolutely serious,Female,25,￥15000 - ￥22000,16,China,Chinese,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted."
2022-09-13 08:15:06,2022-09-13 08:22:29,IP Address,51,443,False,2022-09-20 08:22:30,R_3L5TECb7XV8Dk6I,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",4,No,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,,,,,,,,,B,Yes,Pay your friend ￥20 for the coupon.,25,,,,,,,,,,,,
2022-09-13 09:14:05,2022-09-13 09:14:33,IP Address,6,28,False,2022-09-20 09:14:34,R_2uU7wyONyloiELf,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 06:12:59,2022-09-13 09:46:23,IP Address,14,12804,False,2022-09-20 09:46:32,R_YQurRkfdgte22UV,anonymous,EN,I agree to participate in the research,A,0,12,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 12:57:05,2022-09-13 12:59:35,IP Address,20,149,False,2022-09-20 12:59:38,R_2qwR7bm9iznHAwe,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",1000000,,,,,,,,,,,,
2022-09-20 14:04:41,2022-09-20 14:16:57,IP Address,100,736,True,2022-09-20 14:16:57,R_1jTY2307akhRH0f,anonymous,ZH-S,I agree to participate in the research,B,5,20,5,30,30,"Strongly agree

1
",4,4,Yes,10,20,20,30,A,No,Pay your friend ￥20 for the coupon.,B,10,30,20,30,Yes,3,2,2,B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Very serious,Male,22,Prefer not to answer,16,Hong Kong (S.A.R.),Chinese,I allow you to use the responses I provided in this study.
2022-09-20 18:35:31,2022-09-20 18:49:41,IP Address,100,849,True,2022-09-20 18:49:41,R_2f6vCeJWHA9eVsr,anonymous,ZH-S,I agree to participate in the research,A,0,10,20,20,15,"Strongly disagree

5
","Strongly disagree

5
",2,No,10,20,20,40,A,Yes,Consider it a gift and not pay for the coupon.,B,20,20,20,20,No,"Strongly disagree

5
","Strongly disagree

5
",3,B,Yes,Consider it a gift and not pay for the coupon.,5,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Male,33,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
